Airtable UUID,Total_Covered_Lives,Weight_Rank_1_to_5
CHIR_IDrecrSc38zq5JJ64ol-198422-AKCigna Legacy (S,11641,1
CHIR_IDrecSlQXSljxNDjwxP-268477-AKCigna Standard ,11641,1
CHIR_IDrecvhsz05Tb03gEcw-268489-AKCigna Specialty,11641,1
CHIR_IDrecJd5kD6r5l5kdhh-136990-AKCigna Performan,11641,1
CHIR_IDrec12S6n89bo0pR1H-268513-AKCigna Legacy (P,11641,1
CHIR_IDrecl2FUMKjFmSeaLa-151892-AKCigna Standard ,11641,1
CHIR_IDrech1mbeY7bu1smZ5-136992-AKCigna Advantage,11641,1
CHIR_IDrecQ40lXEB3LnrTmV-268511-AKCigna Legacy (P,11641,1
CHIR_IDreceJlrorRcUoCUC9-268502-AKCigna Legacy (S,11641,1
CHIR_IDrecbPqYntfpVpF3T2-198426-AKCigna Value 3-T,11641,1
CHIR_IDrecuANwgvoPFcpMrm-268528-AKStandard and Pe,11641,1
CHIR_IDrecLhChQdPINtnJPv-268503-AKCigna Specialty,11641,1
CHIR_IDrecHL5acZB4MwThLP-268529-AKValue and Advan,11641,1
CHIR_IDrecIjID5czWzbR1pX-268530-AKLegacy (Standar,11641,1
CHIR_IDrec9TSEoHzm9YHyfK-286394-AKStandard Plan G,11641,1
CHIR_IDreccbA3CpSYRKM9Bt-268535-AKStandard Preven,11641,1
CHIR_IDrecy6gS3Y8oF9iVFd-268534-AKValue and Advan,11641,1
CHIR_IDreceaPYwYqvhwfdbY-268533-AKLegacy (Standar,11641,1
CHIR_IDrec9lezhyppiduMS8-290284-AKLegacy Diabetic,11641,1
CHIR_IDrecz2TOibqNJzGEDX-268532-AKStandard and Pe,11641,1
CHIR_IDrecRDqVEDerLMP7jF-268518-AKCigna National ,11641,1
CHIR_IDrec69p4dVMkC7nJwK-316780-AKCigna National ,11641,1
CHIR_IDrecbkHlq7SP7Ogt7i-316781-AKCigna National ,11641,1
CHIR_IDrecvcjPMepVksvuhe-316782-AKCigna National ,11641,1
CHIR_IDrecb56e5cJCQ6Hmf5-316785-AKCigna National ,11641,1
CHIR_IDrecJUkHMhy9wFydai-316783-AKCigna National ,41103,3
CHIR_IDrecLeYx1W3KeMjAbG-286395-AKStandard Plus P,41103,3
CHIR_IDrec19rlq1vtNSOYbr-136993-AKCigna Advantage,41103,3
CHIR_IDrecSc9PHbFNuB92wa-268516-AKCigna Total Sav,41103,3
CHIR_IDrecopGdpAEow8JYII-136991-AKCigna Performan,41103,3
CHIR_IDrecFKQWY0a58xrntl-268479-AKCigna Specialty,41103,3
CHIR_IDrecalp2Vf0dSYE8zP-268488-AKCigna Value 4-T,41103,3
CHIR_IDrecrSc38zq5JJ64ol-198422-AKCigna Legacy (S,41103,3
CHIR_IDrecSlQXSljxNDjwxP-268477-AKCigna Standard ,41103,3
CHIR_IDrecvhsz05Tb03gEcw-268489-AKCigna Specialty,41103,3
CHIR_IDrecJd5kD6r5l5kdhh-136990-AKCigna Performan,41103,3
CHIR_IDrec12S6n89bo0pR1H-268513-AKCigna Legacy (P,41103,3
CHIR_IDrecl2FUMKjFmSeaLa-151892-AKCigna Standard ,41103,3
CHIR_IDrech1mbeY7bu1smZ5-136992-AKCigna Advantage,41103,3
CHIR_IDrecQ40lXEB3LnrTmV-268511-AKCigna Legacy (P,41103,3
CHIR_IDreceJlrorRcUoCUC9-268502-AKCigna Legacy (S,41103,3
CHIR_IDrecbPqYntfpVpF3T2-198426-AKCigna Value 3-T,41103,3
CHIR_IDrecuANwgvoPFcpMrm-268528-AKStandard and Pe,41103,3
CHIR_IDrecLhChQdPINtnJPv-268503-AKCigna Specialty,41103,3
CHIR_IDrecHL5acZB4MwThLP-268529-AKValue and Advan,41103,3
CHIR_IDrecIjID5czWzbR1pX-268530-AKLegacy (Standar,41103,3
CHIR_IDrec9TSEoHzm9YHyfK-286394-AKStandard Plan G,41103,3
CHIR_IDreccbA3CpSYRKM9Bt-268535-AKStandard Preven,41103,3
CHIR_IDrecy6gS3Y8oF9iVFd-268534-AKValue and Advan,41103,3
CHIR_IDreceaPYwYqvhwfdbY-268533-AKLegacy (Standar,41103,3
CHIR_IDrec9lezhyppiduMS8-290284-AKLegacy Diabetic,41103,3
CHIR_IDrecz2TOibqNJzGEDX-268532-AKStandard and Pe,41103,3
CHIR_IDrecRDqVEDerLMP7jF-268518-AKCigna National ,41103,3
CHIR_IDrec69p4dVMkC7nJwK-316780-AKCigna National ,41103,3
CHIR_IDrecbkHlq7SP7Ogt7i-316781-AKCigna National ,41103,3
CHIR_IDrecvcjPMepVksvuhe-316782-AKCigna National ,41103,3
CHIR_IDrecb56e5cJCQ6Hmf5-316785-AKCigna National ,41103,3
CHIR_IDrecJUkHMhy9wFydai-316783-AKCigna National ,112604,4
CHIR_IDrecLeYx1W3KeMjAbG-286395-AKStandard Plus P,112604,4
CHIR_IDrec19rlq1vtNSOYbr-136993-AKCigna Advantage,112604,4
CHIR_IDrecSc9PHbFNuB92wa-268516-AKCigna Total Sav,112604,4
CHIR_IDrecopGdpAEow8JYII-136991-AKCigna Performan,112604,4
CHIR_IDrecFKQWY0a58xrntl-268479-AKCigna Specialty,112604,4
CHIR_IDrecalp2Vf0dSYE8zP-268488-AKCigna Value 4-T,112604,4
CHIR_IDrecrSc38zq5JJ64ol-198422-AKCigna Legacy (S,112604,4
CHIR_IDrecSlQXSljxNDjwxP-268477-AKCigna Standard ,112604,4
CHIR_IDrecvhsz05Tb03gEcw-268489-AKCigna Specialty,112604,4
CHIR_IDrecJd5kD6r5l5kdhh-136990-AKCigna Performan,112604,4
CHIR_IDrec12S6n89bo0pR1H-268513-AKCigna Legacy (P,112604,4
CHIR_IDrecl2FUMKjFmSeaLa-151892-AKCigna Standard ,112604,4
CHIR_IDrech1mbeY7bu1smZ5-136992-AKCigna Advantage,112604,4
CHIR_IDrecQ40lXEB3LnrTmV-268511-AKCigna Legacy (P,112604,4
CHIR_IDreceJlrorRcUoCUC9-268502-AKCigna Legacy (S,112604,4
CHIR_IDrecbPqYntfpVpF3T2-198426-AKCigna Value 3-T,112604,4
CHIR_IDrecuANwgvoPFcpMrm-268528-AKStandard and Pe,112604,4
CHIR_IDrecLhChQdPINtnJPv-268503-AKCigna Specialty,112604,4
CHIR_IDrecHL5acZB4MwThLP-268529-AKValue and Advan,112604,4
CHIR_IDrecIjID5czWzbR1pX-268530-AKLegacy (Standar,112604,4
CHIR_IDrec9TSEoHzm9YHyfK-286394-AKStandard Plan G,112604,4
CHIR_IDreccbA3CpSYRKM9Bt-268535-AKStandard Preven,112604,4
CHIR_IDrecy6gS3Y8oF9iVFd-268534-AKValue and Advan,112604,4
CHIR_IDreceaPYwYqvhwfdbY-268533-AKLegacy (Standar,112604,4
CHIR_IDrec9lezhyppiduMS8-290284-AKLegacy Diabetic,112604,4
CHIR_IDrecz2TOibqNJzGEDX-268532-AKStandard and Pe,112604,4
CHIR_IDrecRDqVEDerLMP7jF-268518-AKCigna National ,112604,4
CHIR_IDrec69p4dVMkC7nJwK-316780-AKCigna National ,112604,4
CHIR_IDrecbkHlq7SP7Ogt7i-316781-AKCigna National ,112604,4
CHIR_IDrecvcjPMepVksvuhe-316782-AKCigna National ,112604,4
CHIR_IDrecb56e5cJCQ6Hmf5-316785-AKCigna National ,112604,4
CHIR_IDrecJUkHMhy9wFydai-316783-AKCigna National ,1231753,5
CHIR_IDrecLeYx1W3KeMjAbG-286395-AKStandard Plus P,1231753,5
CHIR_IDrec19rlq1vtNSOYbr-136993-AKCigna Advantage,1231753,5
CHIR_IDrecSc9PHbFNuB92wa-268516-AKCigna Total Sav,1231753,5
CHIR_IDrecopGdpAEow8JYII-136991-AKCigna Performan,1231753,5
CHIR_IDrecFKQWY0a58xrntl-268479-AKCigna Specialty,1231753,5
CHIR_IDrecalp2Vf0dSYE8zP-268488-AKCigna Value 4-T,1231753,5
CHIR_IDrecrSc38zq5JJ64ol-198422-AKCigna Legacy (S,1231753,5
CHIR_IDrecSlQXSljxNDjwxP-268477-AKCigna Standard ,1231753,5
CHIR_IDrecvhsz05Tb03gEcw-268489-AKCigna Specialty,1231753,5
CHIR_IDrecJd5kD6r5l5kdhh-136990-AKCigna Performan,1231753,5
CHIR_IDrec12S6n89bo0pR1H-268513-AKCigna Legacy (P,1231753,5
CHIR_IDrecl2FUMKjFmSeaLa-151892-AKCigna Standard ,1231753,5
CHIR_IDrech1mbeY7bu1smZ5-136992-AKCigna Advantage,1231753,5
CHIR_IDrecQ40lXEB3LnrTmV-268511-AKCigna Legacy (P,1231753,5
CHIR_IDreceJlrorRcUoCUC9-268502-AKCigna Legacy (S,1231753,5
CHIR_IDrecbPqYntfpVpF3T2-198426-AKCigna Value 3-T,1231753,5
CHIR_IDrecuANwgvoPFcpMrm-268528-AKStandard and Pe,1231753,5
CHIR_IDrecLhChQdPINtnJPv-268503-AKCigna Specialty,1231753,5
CHIR_IDrecHL5acZB4MwThLP-268529-AKValue and Advan,1231753,5
CHIR_IDrecIjID5czWzbR1pX-268530-AKLegacy (Standar,1231753,5
CHIR_IDrec9TSEoHzm9YHyfK-286394-AKStandard Plan G,1231753,5
CHIR_IDreccbA3CpSYRKM9Bt-268535-AKStandard Preven,1231753,5
CHIR_IDrecy6gS3Y8oF9iVFd-268534-AKValue and Advan,1231753,5
CHIR_IDreceaPYwYqvhwfdbY-268533-AKLegacy (Standar,1231753,5
CHIR_IDrec9lezhyppiduMS8-290284-AKLegacy Diabetic,1231753,5
CHIR_IDrecz2TOibqNJzGEDX-268532-AKStandard and Pe,1231753,5
CHIR_IDrecRDqVEDerLMP7jF-268518-AKCigna National ,1231753,5
CHIR_IDrec69p4dVMkC7nJwK-316780-AKCigna National ,1231753,5
CHIR_IDrecbkHlq7SP7Ogt7i-316781-AKCigna National ,1231753,5
CHIR_IDrecvcjPMepVksvuhe-316782-AKCigna National ,1231753,5
CHIR_IDrecb56e5cJCQ6Hmf5-316785-AKCigna National ,1231753,5
CHIR_IDrecJUkHMhy9wFydai-316783-AKCigna National ,52892,3
CHIR_IDrecLeYx1W3KeMjAbG-286395-AKStandard Plus P,52892,3
CHIR_IDrec19rlq1vtNSOYbr-136993-AKCigna Advantage,52892,3
CHIR_IDrecSc9PHbFNuB92wa-268516-AKCigna Total Sav,52892,3
CHIR_IDrecopGdpAEow8JYII-136991-AKCigna Performan,52892,3
CHIR_IDrecFKQWY0a58xrntl-268479-AKCigna Specialty,52892,3
CHIR_IDrecalp2Vf0dSYE8zP-268488-AKCigna Value 4-T,52892,3
CHIR_IDrecrSc38zq5JJ64ol-198422-AKCigna Legacy (S,52892,3
CHIR_IDrecSlQXSljxNDjwxP-268477-AKCigna Standard ,52892,3
CHIR_IDrecvhsz05Tb03gEcw-268489-AKCigna Specialty,52892,3
CHIR_IDrecJd5kD6r5l5kdhh-136990-AKCigna Performan,52892,3
CHIR_IDrec12S6n89bo0pR1H-268513-AKCigna Legacy (P,52892,3
CHIR_IDrecl2FUMKjFmSeaLa-151892-AKCigna Standard ,52892,3
CHIR_IDrech1mbeY7bu1smZ5-136992-AKCigna Advantage,52892,3
CHIR_IDrecQ40lXEB3LnrTmV-268511-AKCigna Legacy (P,52892,3
CHIR_IDreceJlrorRcUoCUC9-268502-AKCigna Legacy (S,52892,3
CHIR_IDrecbPqYntfpVpF3T2-198426-AKCigna Value 3-T,52892,3
CHIR_IDrecuANwgvoPFcpMrm-268528-AKStandard and Pe,52892,3
CHIR_IDrecLhChQdPINtnJPv-268503-AKCigna Specialty,52892,3
CHIR_IDrecHL5acZB4MwThLP-268529-AKValue and Advan,52892,3
CHIR_IDrecIjID5czWzbR1pX-268530-AKLegacy (Standar,52892,3
CHIR_IDrec9TSEoHzm9YHyfK-286394-AKStandard Plan G,52892,3
CHIR_IDreccbA3CpSYRKM9Bt-268535-AKStandard Preven,52892,3
CHIR_IDrecy6gS3Y8oF9iVFd-268534-AKValue and Advan,52892,3
CHIR_IDreceaPYwYqvhwfdbY-268533-AKLegacy (Standar,52892,3
CHIR_IDrec9lezhyppiduMS8-290284-AKLegacy Diabetic,52892,3
CHIR_IDrecz2TOibqNJzGEDX-268532-AKStandard and Pe,52892,3
CHIR_IDrecRDqVEDerLMP7jF-268518-AKCigna National ,52892,3
CHIR_IDrec69p4dVMkC7nJwK-316780-AKCigna National ,52892,3
CHIR_IDrecbkHlq7SP7Ogt7i-316781-AKCigna National ,52892,3
CHIR_IDrecvcjPMepVksvuhe-316782-AKCigna National ,52892,3
CHIR_IDrecb56e5cJCQ6Hmf5-316785-AKCigna National ,52892,3
CHIR_IDrecJUkHMhy9wFydai-316783-AKCigna National ,117404,4
CHIR_IDrecLeYx1W3KeMjAbG-286395-AKStandard Plus P,117404,4
CHIR_IDrec19rlq1vtNSOYbr-136993-AKCigna Advantage,117404,4
CHIR_IDrecSc9PHbFNuB92wa-268516-AKCigna Total Sav,117404,4
CHIR_IDrecopGdpAEow8JYII-136991-AKCigna Performan,117404,4
CHIR_IDrecFKQWY0a58xrntl-268479-AKCigna Specialty,117404,4
CHIR_IDrecalp2Vf0dSYE8zP-268488-AKCigna Value 4-T,117404,4
CHIR_IDrecrSc38zq5JJ64ol-198422-AKCigna Legacy (S,117404,4
CHIR_IDrecSlQXSljxNDjwxP-268477-AKCigna Standard ,117404,4
CHIR_IDrecvhsz05Tb03gEcw-268489-AKCigna Specialty,117404,4
CHIR_IDrecJd5kD6r5l5kdhh-136990-AKCigna Performan,117404,4
CHIR_IDrec12S6n89bo0pR1H-268513-AKCigna Legacy (P,117404,4
CHIR_IDrecl2FUMKjFmSeaLa-151892-AKCigna Standard ,117404,4
CHIR_IDrech1mbeY7bu1smZ5-136992-AKCigna Advantage,117404,4
CHIR_IDrecQ40lXEB3LnrTmV-268511-AKCigna Legacy (P,117404,4
CHIR_IDreceJlrorRcUoCUC9-268502-AKCigna Legacy (S,117404,4
CHIR_IDrecbPqYntfpVpF3T2-198426-AKCigna Value 3-T,117404,4
CHIR_IDrecuANwgvoPFcpMrm-268528-AKStandard and Pe,117404,4
CHIR_IDrecLhChQdPINtnJPv-268503-AKCigna Specialty,117404,4
CHIR_IDrecHL5acZB4MwThLP-268529-AKValue and Advan,117404,4
CHIR_IDrecIjID5czWzbR1pX-268530-AKLegacy (Standar,117404,4
CHIR_IDrec9TSEoHzm9YHyfK-286394-AKStandard Plan G,117404,4
CHIR_IDreccbA3CpSYRKM9Bt-268535-AKStandard Preven,117404,4
CHIR_IDrecy6gS3Y8oF9iVFd-268534-AKValue and Advan,117404,4
CHIR_IDreceaPYwYqvhwfdbY-268533-AKLegacy (Standar,117404,4
CHIR_IDrec9lezhyppiduMS8-290284-AKLegacy Diabetic,117404,4
CHIR_IDrecz2TOibqNJzGEDX-268532-AKStandard and Pe,117404,4
CHIR_IDrecRDqVEDerLMP7jF-268518-AKCigna National ,117404,4
CHIR_IDrec69p4dVMkC7nJwK-316780-AKCigna National ,117404,4
CHIR_IDrecbkHlq7SP7Ogt7i-316781-AKCigna National ,117404,4
CHIR_IDrecvcjPMepVksvuhe-316782-AKCigna National ,117404,4
CHIR_IDrecb56e5cJCQ6Hmf5-316785-AKCigna National ,117404,4
CHIR_IDrecJUkHMhy9wFydai-316783-AKCigna National ,682031,5
CHIR_IDrecLeYx1W3KeMjAbG-286395-AKStandard Plus P,682031,5
CHIR_IDrec19rlq1vtNSOYbr-136993-AKCigna Advantage,682031,5
CHIR_IDrecSc9PHbFNuB92wa-268516-AKCigna Total Sav,682031,5
CHIR_IDrecopGdpAEow8JYII-136991-AKCigna Performan,682031,5
CHIR_IDrecFKQWY0a58xrntl-268479-AKCigna Specialty,682031,5
CHIR_IDrecalp2Vf0dSYE8zP-268488-AKCigna Value 4-T,682031,5
CHIR_IDrecrSc38zq5JJ64ol-198422-AKCigna Legacy (S,682031,5
CHIR_IDrecSlQXSljxNDjwxP-268477-AKCigna Standard ,682031,5
CHIR_IDrecvhsz05Tb03gEcw-268489-AKCigna Specialty,682031,5
CHIR_IDrecJd5kD6r5l5kdhh-136990-AKCigna Performan,682031,5
CHIR_IDrec12S6n89bo0pR1H-268513-AKCigna Legacy (P,682031,5
CHIR_IDrecl2FUMKjFmSeaLa-151892-AKCigna Standard ,682031,5
CHIR_IDrech1mbeY7bu1smZ5-136992-AKCigna Advantage,682031,5
CHIR_IDrecQ40lXEB3LnrTmV-268511-AKCigna Legacy (P,682031,5
CHIR_IDreceJlrorRcUoCUC9-268502-AKCigna Legacy (S,682031,5
CHIR_IDrecbPqYntfpVpF3T2-198426-AKCigna Value 3-T,682031,5
CHIR_IDrecuANwgvoPFcpMrm-268528-AKStandard and Pe,682031,5
CHIR_IDrecLhChQdPINtnJPv-268503-AKCigna Specialty,682031,5
CHIR_IDrecHL5acZB4MwThLP-268529-AKValue and Advan,682031,5
CHIR_IDrecIjID5czWzbR1pX-268530-AKLegacy (Standar,682031,5
CHIR_IDrec9TSEoHzm9YHyfK-286394-AKStandard Plan G,682031,5
CHIR_IDreccbA3CpSYRKM9Bt-268535-AKStandard Preven,682031,5
CHIR_IDrecy6gS3Y8oF9iVFd-268534-AKValue and Advan,682031,5
CHIR_IDreceaPYwYqvhwfdbY-268533-AKLegacy (Standar,682031,5
CHIR_IDrec9lezhyppiduMS8-290284-AKLegacy Diabetic,682031,5
CHIR_IDrecz2TOibqNJzGEDX-268532-AKStandard and Pe,682031,5
CHIR_IDrecRDqVEDerLMP7jF-268518-AKCigna National ,682031,5
CHIR_IDrec69p4dVMkC7nJwK-316780-AKCigna National ,682031,5
CHIR_IDrecbkHlq7SP7Ogt7i-316781-AKCigna National ,682031,5
CHIR_IDrecvcjPMepVksvuhe-316782-AKCigna National ,682031,5
CHIR_IDrecb56e5cJCQ6Hmf5-316785-AKCigna National ,682031,5
CHIR_IDrecJUkHMhy9wFydai-316783-AKCigna National ,364971,5
CHIR_IDrecLeYx1W3KeMjAbG-286395-AKStandard Plus P,364971,5
CHIR_IDrec19rlq1vtNSOYbr-136993-AKCigna Advantage,364971,5
CHIR_IDrecSc9PHbFNuB92wa-268516-AKCigna Total Sav,364971,5
CHIR_IDrecopGdpAEow8JYII-136991-AKCigna Performan,364971,5
CHIR_IDrecFKQWY0a58xrntl-268479-AKCigna Specialty,364971,5
CHIR_IDrecalp2Vf0dSYE8zP-268488-AKCigna Value 4-T,364971,5
CHIR_IDrecrSc38zq5JJ64ol-198422-AKCigna Legacy (S,364971,5
CHIR_IDrecSlQXSljxNDjwxP-268477-AKCigna Standard ,364971,5
CHIR_IDrecvhsz05Tb03gEcw-268489-AKCigna Specialty,364971,5
CHIR_IDrecJd5kD6r5l5kdhh-136990-AKCigna Performan,364971,5
CHIR_IDrec12S6n89bo0pR1H-268513-AKCigna Legacy (P,364971,5
CHIR_IDrecl2FUMKjFmSeaLa-151892-AKCigna Standard ,364971,5
CHIR_IDrech1mbeY7bu1smZ5-136992-AKCigna Advantage,364971,5
CHIR_IDrecQ40lXEB3LnrTmV-268511-AKCigna Legacy (P,364971,5
CHIR_IDreceJlrorRcUoCUC9-268502-AKCigna Legacy (S,364971,5
CHIR_IDrecbPqYntfpVpF3T2-198426-AKCigna Value 3-T,364971,5
CHIR_IDrecuANwgvoPFcpMrm-268528-AKStandard and Pe,364971,5
CHIR_IDrecLhChQdPINtnJPv-268503-AKCigna Specialty,364971,5
CHIR_IDrecHL5acZB4MwThLP-268529-AKValue and Advan,364971,5
CHIR_IDrecIjID5czWzbR1pX-268530-AKLegacy (Standar,364971,5
CHIR_IDrec9TSEoHzm9YHyfK-286394-AKStandard Plan G,364971,5
CHIR_IDreccbA3CpSYRKM9Bt-268535-AKStandard Preven,364971,5
CHIR_IDrecy6gS3Y8oF9iVFd-268534-AKValue and Advan,364971,5
CHIR_IDreceaPYwYqvhwfdbY-268533-AKLegacy (Standar,364971,5
CHIR_IDrec9lezhyppiduMS8-290284-AKLegacy Diabetic,364971,5
CHIR_IDrecz2TOibqNJzGEDX-268532-AKStandard and Pe,364971,5
CHIR_IDrecRDqVEDerLMP7jF-268518-AKCigna National ,364971,5
CHIR_IDrec69p4dVMkC7nJwK-316780-AKCigna National ,364971,5
CHIR_IDrecbkHlq7SP7Ogt7i-316781-AKCigna National ,364971,5
CHIR_IDrecvcjPMepVksvuhe-316782-AKCigna National ,364971,5
CHIR_IDrecb56e5cJCQ6Hmf5-316785-AKCigna National ,364971,5
CHIR_IDrecJUkHMhy9wFydai-316783-AKCigna National ,98316,4
CHIR_IDrecLeYx1W3KeMjAbG-286395-AKStandard Plus P,98316,4
CHIR_IDrec19rlq1vtNSOYbr-136993-AKCigna Advantage,98316,4
CHIR_IDrecSc9PHbFNuB92wa-268516-AKCigna Total Sav,98316,4
CHIR_IDrecopGdpAEow8JYII-136991-AKCigna Performan,98316,4
CHIR_IDrecFKQWY0a58xrntl-268479-AKCigna Specialty,98316,4
CHIR_IDrecalp2Vf0dSYE8zP-268488-AKCigna Value 4-T,98316,4
CHIR_IDrecrSc38zq5JJ64ol-198422-AKCigna Legacy (S,98316,4
CHIR_IDrecSlQXSljxNDjwxP-268477-AKCigna Standard ,98316,4
CHIR_IDrecvhsz05Tb03gEcw-268489-AKCigna Specialty,98316,4
CHIR_IDrecJd5kD6r5l5kdhh-136990-AKCigna Performan,98316,4
CHIR_IDrec12S6n89bo0pR1H-268513-AKCigna Legacy (P,98316,4
CHIR_IDrecl2FUMKjFmSeaLa-151892-AKCigna Standard ,98316,4
CHIR_IDrech1mbeY7bu1smZ5-136992-AKCigna Advantage,98316,4
CHIR_IDrecQ40lXEB3LnrTmV-268511-AKCigna Legacy (P,98316,4
CHIR_IDreceJlrorRcUoCUC9-268502-AKCigna Legacy (S,98316,4
CHIR_IDrecbPqYntfpVpF3T2-198426-AKCigna Value 3-T,98316,4
CHIR_IDrecuANwgvoPFcpMrm-268528-AKStandard and Pe,98316,4
CHIR_IDrecLhChQdPINtnJPv-268503-AKCigna Specialty,98316,4
CHIR_IDrecHL5acZB4MwThLP-268529-AKValue and Advan,98316,4
CHIR_IDrecIjID5czWzbR1pX-268530-AKLegacy (Standar,98316,4
CHIR_IDrec9TSEoHzm9YHyfK-286394-AKStandard Plan G,98316,4
CHIR_IDreccbA3CpSYRKM9Bt-268535-AKStandard Preven,98316,4
CHIR_IDrecy6gS3Y8oF9iVFd-268534-AKValue and Advan,98316,4
CHIR_IDreceaPYwYqvhwfdbY-268533-AKLegacy (Standar,98316,4
CHIR_IDrec9lezhyppiduMS8-290284-AKLegacy Diabetic,98316,4
CHIR_IDrecz2TOibqNJzGEDX-268532-AKStandard and Pe,98316,4
CHIR_IDrecRDqVEDerLMP7jF-268518-AKCigna National ,98316,4
CHIR_IDrec69p4dVMkC7nJwK-316780-AKCigna National ,98316,4
CHIR_IDrecbkHlq7SP7Ogt7i-316781-AKCigna National ,98316,4
CHIR_IDrecvcjPMepVksvuhe-316782-AKCigna National ,98316,4
CHIR_IDrecb56e5cJCQ6Hmf5-316785-AKCigna National ,98316,4
CHIR_IDrecJUkHMhy9wFydai-316783-AKCigna National ,80879,3
CHIR_IDrecLeYx1W3KeMjAbG-286395-AKStandard Plus P,80879,3
CHIR_IDrec19rlq1vtNSOYbr-136993-AKCigna Advantage,80879,3
CHIR_IDrecSc9PHbFNuB92wa-268516-AKCigna Total Sav,80879,3
CHIR_IDrecopGdpAEow8JYII-136991-AKCigna Performan,80879,3
CHIR_IDrecFKQWY0a58xrntl-268479-AKCigna Specialty,80879,3
CHIR_IDrecalp2Vf0dSYE8zP-268488-AKCigna Value 4-T,80879,3
CHIR_IDrecrSc38zq5JJ64ol-198422-AKCigna Legacy (S,80879,3
CHIR_IDrecSlQXSljxNDjwxP-268477-AKCigna Standard ,80879,3
CHIR_IDrecvhsz05Tb03gEcw-268489-AKCigna Specialty,80879,3
CHIR_IDrecJd5kD6r5l5kdhh-136990-AKCigna Performan,80879,3
CHIR_IDrec12S6n89bo0pR1H-268513-AKCigna Legacy (P,80879,3
CHIR_IDrecl2FUMKjFmSeaLa-151892-AKCigna Standard ,80879,3
CHIR_IDrech1mbeY7bu1smZ5-136992-AKCigna Advantage,80879,3
CHIR_IDrecQ40lXEB3LnrTmV-268511-AKCigna Legacy (P,80879,3
CHIR_IDreceJlrorRcUoCUC9-268502-AKCigna Legacy (S,80879,3
CHIR_IDrecbPqYntfpVpF3T2-198426-AKCigna Value 3-T,80879,3
CHIR_IDrecuANwgvoPFcpMrm-268528-AKStandard and Pe,80879,3
CHIR_IDrecLhChQdPINtnJPv-268503-AKCigna Specialty,80879,3
CHIR_IDrecHL5acZB4MwThLP-268529-AKValue and Advan,80879,3
CHIR_IDrecIjID5czWzbR1pX-268530-AKLegacy (Standar,80879,3
CHIR_IDrec9TSEoHzm9YHyfK-286394-AKStandard Plan G,80879,3
CHIR_IDreccbA3CpSYRKM9Bt-268535-AKStandard Preven,80879,3
CHIR_IDrecy6gS3Y8oF9iVFd-268534-AKValue and Advan,80879,3
CHIR_IDreceaPYwYqvhwfdbY-268533-AKLegacy (Standar,80879,3
CHIR_IDrec9lezhyppiduMS8-290284-AKLegacy Diabetic,80879,3
CHIR_IDrecz2TOibqNJzGEDX-268532-AKStandard and Pe,80879,3
CHIR_IDrecRDqVEDerLMP7jF-268518-AKCigna National ,80879,3
CHIR_IDrec69p4dVMkC7nJwK-316780-AKCigna National ,80879,3
CHIR_IDrecbkHlq7SP7Ogt7i-316781-AKCigna National ,80879,3
CHIR_IDrecvcjPMepVksvuhe-316782-AKCigna National ,80879,3
CHIR_IDrecb56e5cJCQ6Hmf5-316785-AKCigna National ,80879,3
CHIR_IDrecqcwFXQ0JRL9UiJ-309486-PAOscar and Cigna,352514,5
CHIR_IDrecJUkHMhy9wFydai-316783-AKCigna National ,352514,5
CHIR_IDrecLeYx1W3KeMjAbG-286395-AKStandard Plus P,352514,5
CHIR_IDrec19rlq1vtNSOYbr-136993-AKCigna Advantage,352514,5
CHIR_IDrecSc9PHbFNuB92wa-268516-AKCigna Total Sav,352514,5
CHIR_IDrecopGdpAEow8JYII-136991-AKCigna Performan,352514,5
CHIR_IDrecFKQWY0a58xrntl-268479-AKCigna Specialty,352514,5
CHIR_IDrecalp2Vf0dSYE8zP-268488-AKCigna Value 4-T,352514,5
CHIR_IDrecrSc38zq5JJ64ol-198422-AKCigna Legacy (S,352514,5
CHIR_IDrecSlQXSljxNDjwxP-268477-AKCigna Standard ,352514,5
CHIR_IDrecvhsz05Tb03gEcw-268489-AKCigna Specialty,352514,5
CHIR_IDrecJd5kD6r5l5kdhh-136990-AKCigna Performan,352514,5
CHIR_IDrec12S6n89bo0pR1H-268513-AKCigna Legacy (P,352514,5
CHIR_IDrecl2FUMKjFmSeaLa-151892-AKCigna Standard ,352514,5
CHIR_IDrech1mbeY7bu1smZ5-136992-AKCigna Advantage,352514,5
CHIR_IDrecQ40lXEB3LnrTmV-268511-AKCigna Legacy (P,352514,5
CHIR_IDreceJlrorRcUoCUC9-268502-AKCigna Legacy (S,352514,5
CHIR_IDrecbPqYntfpVpF3T2-198426-AKCigna Value 3-T,352514,5
CHIR_IDrecuANwgvoPFcpMrm-268528-AKStandard and Pe,352514,5
CHIR_IDrecLhChQdPINtnJPv-268503-AKCigna Specialty,352514,5
CHIR_IDrecHL5acZB4MwThLP-268529-AKValue and Advan,352514,5
CHIR_IDrecIjID5czWzbR1pX-268530-AKLegacy (Standar,352514,5
CHIR_IDrec9TSEoHzm9YHyfK-286394-AKStandard Plan G,352514,5
CHIR_IDreccbA3CpSYRKM9Bt-268535-AKStandard Preven,352514,5
CHIR_IDrecy6gS3Y8oF9iVFd-268534-AKValue and Advan,352514,5
CHIR_IDreceaPYwYqvhwfdbY-268533-AKLegacy (Standar,352514,5
