Airtable UUID,Total_Covered_Lives,Weight_Rank_1_to_5
CHIR_IDreceaPYwYqvhwfdbY-268533-AKLegacy (Standar,98615,4
CHIR_IDrec9lezhyppiduMS8-290284-AKLegacy Diabetic,98615,4
CHIR_IDrecz2TOibqNJzGEDX-268532-AKStandard and Pe,98615,4
CHIR_IDrecRDqVEDerLMP7jF-268518-AKCigna National ,98615,4
CHIR_IDrec69p4dVMkC7nJwK-316780-AKCigna National ,98615,4
CHIR_IDrecbkHlq7SP7Ogt7i-316781-AKCigna National ,98615,4
CHIR_IDrecvcjPMepVksvuhe-316782-AKCigna National ,98615,4
CHIR_IDrecb56e5cJCQ6Hmf5-316785-AKCigna National ,98615,4
CHIR_IDrecJUkHMhy9wFydai-316783-AKCigna National ,169052,4
CHIR_IDrecLeYx1W3KeMjAbG-286395-AKStandard Plus P,169052,4
CHIR_IDrec19rlq1vtNSOYbr-136993-AKCigna Advantage,169052,4
CHIR_IDrecSc9PHbFNuB92wa-268516-AKCigna Total Sav,169052,4
CHIR_IDrecopGdpAEow8JYII-136991-AKCigna Performan,169052,4
CHIR_IDrecFKQWY0a58xrntl-268479-AKCigna Specialty,169052,4
CHIR_IDrecalp2Vf0dSYE8zP-268488-AKCigna Value 4-T,169052,4
CHIR_IDrecrSc38zq5JJ64ol-198422-AKCigna Legacy (S,169052,4
CHIR_IDrecSlQXSljxNDjwxP-268477-AKCigna Standard ,169052,4
CHIR_IDrecvhsz05Tb03gEcw-268489-AKCigna Specialty,169052,4
CHIR_IDrecJd5kD6r5l5kdhh-136990-AKCigna Performan,169052,4
CHIR_IDrec12S6n89bo0pR1H-268513-AKCigna Legacy (P,169052,4
CHIR_IDrecl2FUMKjFmSeaLa-151892-AKCigna Standard ,169052,4
CHIR_IDrech1mbeY7bu1smZ5-136992-AKCigna Advantage,169052,4
CHIR_IDrecQ40lXEB3LnrTmV-268511-AKCigna Legacy (P,169052,4
CHIR_IDreceJlrorRcUoCUC9-268502-AKCigna Legacy (S,169052,4
CHIR_IDrecbPqYntfpVpF3T2-198426-AKCigna Value 3-T,169052,4
CHIR_IDrecuANwgvoPFcpMrm-268528-AKStandard and Pe,169052,4
CHIR_IDrecLhChQdPINtnJPv-268503-AKCigna Specialty,169052,4
CHIR_IDrecHL5acZB4MwThLP-268529-AKValue and Advan,169052,4
CHIR_IDrecIjID5czWzbR1pX-268530-AKLegacy (Standar,169052,4
CHIR_IDrec9TSEoHzm9YHyfK-286394-AKStandard Plan G,169052,4
CHIR_IDreccbA3CpSYRKM9Bt-268535-AKStandard Preven,169052,4
CHIR_IDrecy6gS3Y8oF9iVFd-268534-AKValue and Advan,169052,4
CHIR_IDreceaPYwYqvhwfdbY-268533-AKLegacy (Standar,169052,4
CHIR_IDrec9lezhyppiduMS8-290284-AKLegacy Diabetic,169052,4
CHIR_IDrecz2TOibqNJzGEDX-268532-AKStandard and Pe,169052,4
CHIR_IDrecRDqVEDerLMP7jF-268518-AKCigna National ,169052,4
CHIR_IDrec69p4dVMkC7nJwK-316780-AKCigna National ,169052,4
CHIR_IDrecbkHlq7SP7Ogt7i-316781-AKCigna National ,169052,4
CHIR_IDrecvcjPMepVksvuhe-316782-AKCigna National ,169052,4
CHIR_IDrecb56e5cJCQ6Hmf5-316785-AKCigna National ,169052,4
CHIR_IDrecJUkHMhy9wFydai-316783-AKCigna National ,162899,4
CHIR_IDrecLeYx1W3KeMjAbG-286395-AKStandard Plus P,162899,4
CHIR_IDrec19rlq1vtNSOYbr-136993-AKCigna Advantage,162899,4
CHIR_IDrecSc9PHbFNuB92wa-268516-AKCigna Total Sav,162899,4
CHIR_IDrecopGdpAEow8JYII-136991-AKCigna Performan,162899,4
CHIR_IDrecFKQWY0a58xrntl-268479-AKCigna Specialty,162899,4
CHIR_IDrecalp2Vf0dSYE8zP-268488-AKCigna Value 4-T,162899,4
CHIR_IDrecrSc38zq5JJ64ol-198422-AKCigna Legacy (S,162899,4
CHIR_IDrecSlQXSljxNDjwxP-268477-AKCigna Standard ,162899,4
CHIR_IDrecvhsz05Tb03gEcw-268489-AKCigna Specialty,162899,4
CHIR_IDrecJd5kD6r5l5kdhh-136990-AKCigna Performan,162899,4
CHIR_IDrec12S6n89bo0pR1H-268513-AKCigna Legacy (P,162899,4
CHIR_IDrecl2FUMKjFmSeaLa-151892-AKCigna Standard ,162899,4
CHIR_IDrech1mbeY7bu1smZ5-136992-AKCigna Advantage,162899,4
CHIR_IDrecQ40lXEB3LnrTmV-268511-AKCigna Legacy (P,162899,4
CHIR_IDreceJlrorRcUoCUC9-268502-AKCigna Legacy (S,162899,4
CHIR_IDrecbPqYntfpVpF3T2-198426-AKCigna Value 3-T,162899,4
CHIR_IDrecuANwgvoPFcpMrm-268528-AKStandard and Pe,162899,4
CHIR_IDrecLhChQdPINtnJPv-268503-AKCigna Specialty,162899,4
CHIR_IDrecHL5acZB4MwThLP-268529-AKValue and Advan,162899,4
CHIR_IDrecIjID5czWzbR1pX-268530-AKLegacy (Standar,162899,4
CHIR_IDrec9TSEoHzm9YHyfK-286394-AKStandard Plan G,162899,4
CHIR_IDreccbA3CpSYRKM9Bt-268535-AKStandard Preven,162899,4
CHIR_IDrecy6gS3Y8oF9iVFd-268534-AKValue and Advan,162899,4
CHIR_IDreceaPYwYqvhwfdbY-268533-AKLegacy (Standar,162899,4
CHIR_IDrec9lezhyppiduMS8-290284-AKLegacy Diabetic,162899,4
CHIR_IDrecz2TOibqNJzGEDX-268532-AKStandard and Pe,162899,4
CHIR_IDrecRDqVEDerLMP7jF-268518-AKCigna National ,162899,4
CHIR_IDrec69p4dVMkC7nJwK-316780-AKCigna National ,162899,4
CHIR_IDrecbkHlq7SP7Ogt7i-316781-AKCigna National ,162899,4
CHIR_IDrecvcjPMepVksvuhe-316782-AKCigna National ,162899,4
CHIR_IDrecb56e5cJCQ6Hmf5-316785-AKCigna National ,162899,4
CHIR_IDrecJUkHMhy9wFydai-316783-AKCigna National ,504687,5
CHIR_IDrecLeYx1W3KeMjAbG-286395-AKStandard Plus P,504687,5
CHIR_IDrec19rlq1vtNSOYbr-136993-AKCigna Advantage,504687,5
CHIR_IDrecSc9PHbFNuB92wa-268516-AKCigna Total Sav,504687,5
CHIR_IDrecopGdpAEow8JYII-136991-AKCigna Performan,504687,5
CHIR_IDrecFKQWY0a58xrntl-268479-AKCigna Specialty,504687,5
CHIR_IDrecalp2Vf0dSYE8zP-268488-AKCigna Value 4-T,504687,5
CHIR_IDrecrSc38zq5JJ64ol-198422-AKCigna Legacy (S,504687,5
CHIR_IDrecSlQXSljxNDjwxP-268477-AKCigna Standard ,504687,5
CHIR_IDrecvhsz05Tb03gEcw-268489-AKCigna Specialty,504687,5
CHIR_IDrecJd5kD6r5l5kdhh-136990-AKCigna Performan,504687,5
CHIR_IDrec12S6n89bo0pR1H-268513-AKCigna Legacy (P,504687,5
CHIR_IDrecl2FUMKjFmSeaLa-151892-AKCigna Standard ,504687,5
CHIR_IDrech1mbeY7bu1smZ5-136992-AKCigna Advantage,504687,5
CHIR_IDrecQ40lXEB3LnrTmV-268511-AKCigna Legacy (P,504687,5
CHIR_IDreceJlrorRcUoCUC9-268502-AKCigna Legacy (S,504687,5
CHIR_IDrecbPqYntfpVpF3T2-198426-AKCigna Value 3-T,504687,5
CHIR_IDrecuANwgvoPFcpMrm-268528-AKStandard and Pe,504687,5
CHIR_IDrecLhChQdPINtnJPv-268503-AKCigna Specialty,504687,5
CHIR_IDrecHL5acZB4MwThLP-268529-AKValue and Advan,504687,5
CHIR_IDrecIjID5czWzbR1pX-268530-AKLegacy (Standar,504687,5
CHIR_IDrec9TSEoHzm9YHyfK-286394-AKStandard Plan G,504687,5
CHIR_IDreccbA3CpSYRKM9Bt-268535-AKStandard Preven,504687,5
CHIR_IDrecy6gS3Y8oF9iVFd-268534-AKValue and Advan,504687,5
CHIR_IDreceaPYwYqvhwfdbY-268533-AKLegacy (Standar,504687,5
CHIR_IDrec9lezhyppiduMS8-290284-AKLegacy Diabetic,504687,5
CHIR_IDrecz2TOibqNJzGEDX-268532-AKStandard and Pe,504687,5
CHIR_IDrecRDqVEDerLMP7jF-268518-AKCigna National ,504687,5
CHIR_IDrec69p4dVMkC7nJwK-316780-AKCigna National ,504687,5
CHIR_IDrecbkHlq7SP7Ogt7i-316781-AKCigna National ,504687,5
CHIR_IDrecvcjPMepVksvuhe-316782-AKCigna National ,504687,5
CHIR_IDrecb56e5cJCQ6Hmf5-316785-AKCigna National ,504687,5
CHIR_IDrecJUkHMhy9wFydai-316783-AKCigna National ,86883,3
CHIR_IDrecLeYx1W3KeMjAbG-286395-AKStandard Plus P,86883,3
CHIR_IDrec19rlq1vtNSOYbr-136993-AKCigna Advantage,86883,3
CHIR_IDrecSc9PHbFNuB92wa-268516-AKCigna Total Sav,86883,3
CHIR_IDrecopGdpAEow8JYII-136991-AKCigna Performan,86883,3
CHIR_IDrecFKQWY0a58xrntl-268479-AKCigna Specialty,86883,3
CHIR_IDrecalp2Vf0dSYE8zP-268488-AKCigna Value 4-T,86883,3
CHIR_IDrecrSc38zq5JJ64ol-198422-AKCigna Legacy (S,86883,3
CHIR_IDrecSlQXSljxNDjwxP-268477-AKCigna Standard ,86883,3
CHIR_IDrecvhsz05Tb03gEcw-268489-AKCigna Specialty,86883,3
CHIR_IDrecJd5kD6r5l5kdhh-136990-AKCigna Performan,86883,3
CHIR_IDrec12S6n89bo0pR1H-268513-AKCigna Legacy (P,86883,3
CHIR_IDrecl2FUMKjFmSeaLa-151892-AKCigna Standard ,86883,3
CHIR_IDrech1mbeY7bu1smZ5-136992-AKCigna Advantage,86883,3
CHIR_IDrecQ40lXEB3LnrTmV-268511-AKCigna Legacy (P,86883,3
CHIR_IDreceJlrorRcUoCUC9-268502-AKCigna Legacy (S,86883,3
CHIR_IDrecbPqYntfpVpF3T2-198426-AKCigna Value 3-T,86883,3
CHIR_IDrecuANwgvoPFcpMrm-268528-AKStandard and Pe,86883,3
CHIR_IDrecLhChQdPINtnJPv-268503-AKCigna Specialty,86883,3
CHIR_IDrecHL5acZB4MwThLP-268529-AKValue and Advan,86883,3
CHIR_IDrecIjID5czWzbR1pX-268530-AKLegacy (Standar,86883,3
CHIR_IDrec9TSEoHzm9YHyfK-286394-AKStandard Plan G,86883,3
CHIR_IDreccbA3CpSYRKM9Bt-268535-AKStandard Preven,86883,3
CHIR_IDrecy6gS3Y8oF9iVFd-268534-AKValue and Advan,86883,3
CHIR_IDreceaPYwYqvhwfdbY-268533-AKLegacy (Standar,86883,3
CHIR_IDrec9lezhyppiduMS8-290284-AKLegacy Diabetic,86883,3
CHIR_IDrecz2TOibqNJzGEDX-268532-AKStandard and Pe,86883,3
CHIR_IDrecRDqVEDerLMP7jF-268518-AKCigna National ,86883,3
CHIR_IDrec69p4dVMkC7nJwK-316780-AKCigna National ,86883,3
CHIR_IDrecbkHlq7SP7Ogt7i-316781-AKCigna National ,86883,3
CHIR_IDrecvcjPMepVksvuhe-316782-AKCigna National ,86883,3
CHIR_IDrecb56e5cJCQ6Hmf5-316785-AKCigna National ,86883,3
CHIR_IDrecJUkHMhy9wFydai-316783-AKCigna National ,140900,4
CHIR_IDrecLeYx1W3KeMjAbG-286395-AKStandard Plus P,140900,4
CHIR_IDrec19rlq1vtNSOYbr-136993-AKCigna Advantage,140900,4
CHIR_IDrecSc9PHbFNuB92wa-268516-AKCigna Total Sav,140900,4
CHIR_IDrecopGdpAEow8JYII-136991-AKCigna Performan,140900,4
CHIR_IDrecFKQWY0a58xrntl-268479-AKCigna Specialty,140900,4
CHIR_IDrecalp2Vf0dSYE8zP-268488-AKCigna Value 4-T,140900,4
CHIR_IDrecrSc38zq5JJ64ol-198422-AKCigna Legacy (S,140900,4
CHIR_IDrecSlQXSljxNDjwxP-268477-AKCigna Standard ,140900,4
CHIR_IDrecvhsz05Tb03gEcw-268489-AKCigna Specialty,140900,4
CHIR_IDrecJd5kD6r5l5kdhh-136990-AKCigna Performan,140900,4
CHIR_IDrec12S6n89bo0pR1H-268513-AKCigna Legacy (P,140900,4
CHIR_IDrecl2FUMKjFmSeaLa-151892-AKCigna Standard ,140900,4
CHIR_IDrech1mbeY7bu1smZ5-136992-AKCigna Advantage,140900,4
CHIR_IDrecQ40lXEB3LnrTmV-268511-AKCigna Legacy (P,140900,4
CHIR_IDreceJlrorRcUoCUC9-268502-AKCigna Legacy (S,140900,4
CHIR_IDrecbPqYntfpVpF3T2-198426-AKCigna Value 3-T,140900,4
CHIR_IDrecuANwgvoPFcpMrm-268528-AKStandard and Pe,140900,4
CHIR_IDrecLhChQdPINtnJPv-268503-AKCigna Specialty,140900,4
CHIR_IDrecHL5acZB4MwThLP-268529-AKValue and Advan,140900,4
CHIR_IDrecIjID5czWzbR1pX-268530-AKLegacy (Standar,140900,4
CHIR_IDrec9TSEoHzm9YHyfK-286394-AKStandard Plan G,140900,4
CHIR_IDreccbA3CpSYRKM9Bt-268535-AKStandard Preven,140900,4
CHIR_IDrecy6gS3Y8oF9iVFd-268534-AKValue and Advan,140900,4
CHIR_IDreceaPYwYqvhwfdbY-268533-AKLegacy (Standar,140900,4
CHIR_IDrec9lezhyppiduMS8-290284-AKLegacy Diabetic,140900,4
CHIR_IDrecz2TOibqNJzGEDX-268532-AKStandard and Pe,140900,4
CHIR_IDrecRDqVEDerLMP7jF-268518-AKCigna National ,140900,4
CHIR_IDrec69p4dVMkC7nJwK-316780-AKCigna National ,140900,4
CHIR_IDrecbkHlq7SP7Ogt7i-316781-AKCigna National ,140900,4
CHIR_IDrecvcjPMepVksvuhe-316782-AKCigna National ,140900,4
CHIR_IDrecb56e5cJCQ6Hmf5-316785-AKCigna National ,140900,4
CHIR_IDrecJUkHMhy9wFydai-316783-AKCigna National ,164430,4
CHIR_IDrecLeYx1W3KeMjAbG-286395-AKStandard Plus P,164430,4
CHIR_IDrec19rlq1vtNSOYbr-136993-AKCigna Advantage,164430,4
CHIR_IDrecSc9PHbFNuB92wa-268516-AKCigna Total Sav,164430,4
CHIR_IDrecopGdpAEow8JYII-136991-AKCigna Performan,164430,4
CHIR_IDrecFKQWY0a58xrntl-268479-AKCigna Specialty,164430,4
CHIR_IDrecalp2Vf0dSYE8zP-268488-AKCigna Value 4-T,164430,4
CHIR_IDrecrSc38zq5JJ64ol-198422-AKCigna Legacy (S,164430,4
CHIR_IDrecSlQXSljxNDjwxP-268477-AKCigna Standard ,164430,4
CHIR_IDrecvhsz05Tb03gEcw-268489-AKCigna Specialty,164430,4
CHIR_IDrecJd5kD6r5l5kdhh-136990-AKCigna Performan,164430,4
CHIR_IDrec12S6n89bo0pR1H-268513-AKCigna Legacy (P,164430,4
CHIR_IDrecl2FUMKjFmSeaLa-151892-AKCigna Standard ,164430,4
CHIR_IDrech1mbeY7bu1smZ5-136992-AKCigna Advantage,164430,4
CHIR_IDrecQ40lXEB3LnrTmV-268511-AKCigna Legacy (P,164430,4
CHIR_IDreceJlrorRcUoCUC9-268502-AKCigna Legacy (S,164430,4
CHIR_IDrecbPqYntfpVpF3T2-198426-AKCigna Value 3-T,164430,4
CHIR_IDrecuANwgvoPFcpMrm-268528-AKStandard and Pe,164430,4
CHIR_IDrecLhChQdPINtnJPv-268503-AKCigna Specialty,164430,4
CHIR_IDrecHL5acZB4MwThLP-268529-AKValue and Advan,164430,4
CHIR_IDrecIjID5czWzbR1pX-268530-AKLegacy (Standar,164430,4
CHIR_IDrec9TSEoHzm9YHyfK-286394-AKStandard Plan G,164430,4
CHIR_IDreccbA3CpSYRKM9Bt-268535-AKStandard Preven,164430,4
CHIR_IDrecy6gS3Y8oF9iVFd-268534-AKValue and Advan,164430,4
CHIR_IDreceaPYwYqvhwfdbY-268533-AKLegacy (Standar,164430,4
CHIR_IDrec9lezhyppiduMS8-290284-AKLegacy Diabetic,164430,4
CHIR_IDrecz2TOibqNJzGEDX-268532-AKStandard and Pe,164430,4
CHIR_IDrecRDqVEDerLMP7jF-268518-AKCigna National ,164430,4
CHIR_IDrec69p4dVMkC7nJwK-316780-AKCigna National ,164430,4
CHIR_IDrecbkHlq7SP7Ogt7i-316781-AKCigna National ,164430,4
CHIR_IDrecvcjPMepVksvuhe-316782-AKCigna National ,164430,4
CHIR_IDrecb56e5cJCQ6Hmf5-316785-AKCigna National ,164430,4
CHIR_IDrecx8Okyot4wI4XYs-301935-MOOscar and Cigna,352186,5
CHIR_IDrecJUkHMhy9wFydai-316783-AKCigna National ,352186,5
CHIR_IDrecLeYx1W3KeMjAbG-286395-AKStandard Plus P,352186,5
CHIR_IDrec19rlq1vtNSOYbr-136993-AKCigna Advantage,352186,5
CHIR_IDrecSc9PHbFNuB92wa-268516-AKCigna Total Sav,352186,5
CHIR_IDrecopGdpAEow8JYII-136991-AKCigna Performan,352186,5
CHIR_IDrecFKQWY0a58xrntl-268479-AKCigna Specialty,352186,5
CHIR_IDrecalp2Vf0dSYE8zP-268488-AKCigna Value 4-T,352186,5
CHIR_IDrecrSc38zq5JJ64ol-198422-AKCigna Legacy (S,352186,5
CHIR_IDrecSlQXSljxNDjwxP-268477-AKCigna Standard ,352186,5
CHIR_IDrecvhsz05Tb03gEcw-268489-AKCigna Specialty,352186,5
CHIR_IDrecJd5kD6r5l5kdhh-136990-AKCigna Performan,352186,5
CHIR_IDrec12S6n89bo0pR1H-268513-AKCigna Legacy (P,352186,5
CHIR_IDrecl2FUMKjFmSeaLa-151892-AKCigna Standard ,352186,5
CHIR_IDrech1mbeY7bu1smZ5-136992-AKCigna Advantage,352186,5
CHIR_IDrecQ40lXEB3LnrTmV-268511-AKCigna Legacy (P,352186,5
CHIR_IDreceJlrorRcUoCUC9-268502-AKCigna Legacy (S,352186,5
CHIR_IDrecbPqYntfpVpF3T2-198426-AKCigna Value 3-T,352186,5
CHIR_IDrecuANwgvoPFcpMrm-268528-AKStandard and Pe,352186,5
CHIR_IDrecLhChQdPINtnJPv-268503-AKCigna Specialty,352186,5
CHIR_IDrecHL5acZB4MwThLP-268529-AKValue and Advan,352186,5
CHIR_IDrecIjID5czWzbR1pX-268530-AKLegacy (Standar,352186,5
CHIR_IDrec9TSEoHzm9YHyfK-286394-AKStandard Plan G,352186,5
CHIR_IDreccbA3CpSYRKM9Bt-268535-AKStandard Preven,352186,5
CHIR_IDrecy6gS3Y8oF9iVFd-268534-AKValue and Advan,352186,5
CHIR_IDreceaPYwYqvhwfdbY-268533-AKLegacy (Standar,352186,5
CHIR_IDrec9lezhyppiduMS8-290284-AKLegacy Diabetic,352186,5
CHIR_IDrecz2TOibqNJzGEDX-268532-AKStandard and Pe,352186,5
CHIR_IDrecRDqVEDerLMP7jF-268518-AKCigna National ,352186,5
CHIR_IDrec69p4dVMkC7nJwK-316780-AKCigna National ,352186,5
CHIR_IDrecbkHlq7SP7Ogt7i-316781-AKCigna National ,352186,5
CHIR_IDrecvcjPMepVksvuhe-316782-AKCigna National ,352186,5
CHIR_IDrecb56e5cJCQ6Hmf5-316785-AKCigna National ,352186,5
CHIR_IDrecJUkHMhy9wFydai-316783-AKCigna National ,111488,4
CHIR_IDrecO8bdAH1bLHKmce-315727-MSCigna Plus 4-Ti,111488,4
CHIR_IDrec6K8dDay3YQXC4r-290262-MSCigna Plus 5-Ti,111488,4
CHIR_IDrecLeYx1W3KeMjAbG-286395-AKStandard Plus P,111488,4
CHIR_IDrec19rlq1vtNSOYbr-136993-AKCigna Advantage,111488,4
CHIR_IDrecSc9PHbFNuB92wa-268516-AKCigna Total Sav,111488,4
CHIR_IDrecopGdpAEow8JYII-136991-AKCigna Performan,111488,4
CHIR_IDrecFKQWY0a58xrntl-268479-AKCigna Specialty,111488,4
CHIR_IDrecalp2Vf0dSYE8zP-268488-AKCigna Value 4-T,111488,4
CHIR_IDrecrSc38zq5JJ64ol-198422-AKCigna Legacy (S,111488,4
CHIR_IDrecSlQXSljxNDjwxP-268477-AKCigna Standard ,111488,4
CHIR_IDrecvhsz05Tb03gEcw-268489-AKCigna Specialty,111488,4
CHIR_IDrecJd5kD6r5l5kdhh-136990-AKCigna Performan,111488,4
CHIR_IDrec12S6n89bo0pR1H-268513-AKCigna Legacy (P,111488,4
CHIR_IDrecl2FUMKjFmSeaLa-151892-AKCigna Standard ,111488,4
CHIR_IDrech1mbeY7bu1smZ5-136992-AKCigna Advantage,111488,4
CHIR_IDrecQ40lXEB3LnrTmV-268511-AKCigna Legacy (P,111488,4
CHIR_IDreceJlrorRcUoCUC9-268502-AKCigna Legacy (S,111488,4
CHIR_IDrecbPqYntfpVpF3T2-198426-AKCigna Value 3-T,111488,4
CHIR_IDrecuANwgvoPFcpMrm-268528-AKStandard and Pe,111488,4
CHIR_IDrecLhChQdPINtnJPv-268503-AKCigna Specialty,111488,4
CHIR_IDrecHL5acZB4MwThLP-268529-AKValue and Advan,111488,4
CHIR_IDrecIjID5czWzbR1pX-268530-AKLegacy (Standar,111488,4
CHIR_IDrec9TSEoHzm9YHyfK-286394-AKStandard Plan G,111488,4
CHIR_IDreccbA3CpSYRKM9Bt-268535-AKStandard Preven,111488,4
CHIR_IDrecy6gS3Y8oF9iVFd-268534-AKValue and Advan,111488,4
CHIR_IDreceaPYwYqvhwfdbY-268533-AKLegacy (Standar,111488,4
CHIR_IDrec9lezhyppiduMS8-290284-AKLegacy Diabetic,111488,4
CHIR_IDrecz2TOibqNJzGEDX-268532-AKStandard and Pe,111488,4
CHIR_IDrecRDqVEDerLMP7jF-268518-AKCigna National ,111488,4
CHIR_IDrec69p4dVMkC7nJwK-316780-AKCigna National ,111488,4
CHIR_IDrecbkHlq7SP7Ogt7i-316781-AKCigna National ,111488,4
CHIR_IDrecvcjPMepVksvuhe-316782-AKCigna National ,111488,4
CHIR_IDrecb56e5cJCQ6Hmf5-316785-AKCigna National ,111488,4
CHIR_IDrecJUkHMhy9wFydai-316783-AKCigna National ,117331,4
CHIR_IDrecLeYx1W3KeMjAbG-286395-AKStandard Plus P,117331,4
CHIR_IDrec19rlq1vtNSOYbr-136993-AKCigna Advantage,117331,4
CHIR_IDrecSc9PHbFNuB92wa-268516-AKCigna Total Sav,117331,4
CHIR_IDrecopGdpAEow8JYII-136991-AKCigna Performan,117331,4
CHIR_IDrecFKQWY0a58xrntl-268479-AKCigna Specialty,117331,4
CHIR_IDrecalp2Vf0dSYE8zP-268488-AKCigna Value 4-T,117331,4
CHIR_IDrecrSc38zq5JJ64ol-198422-AKCigna Legacy (S,117331,4
CHIR_IDrecSlQXSljxNDjwxP-268477-AKCigna Standard ,117331,4
CHIR_IDrecvhsz05Tb03gEcw-268489-AKCigna Specialty,117331,4
CHIR_IDrecJd5kD6r5l5kdhh-136990-AKCigna Performan,117331,4
CHIR_IDrec12S6n89bo0pR1H-268513-AKCigna Legacy (P,117331,4
CHIR_IDrecl2FUMKjFmSeaLa-151892-AKCigna Standard ,117331,4
CHIR_IDrech1mbeY7bu1smZ5-136992-AKCigna Advantage,117331,4
CHIR_IDrecQ40lXEB3LnrTmV-268511-AKCigna Legacy (P,117331,4
CHIR_IDreceJlrorRcUoCUC9-268502-AKCigna Legacy (S,117331,4
CHIR_IDrecbPqYntfpVpF3T2-198426-AKCigna Value 3-T,117331,4
CHIR_IDrecuANwgvoPFcpMrm-268528-AKStandard and Pe,117331,4
CHIR_IDrecLhChQdPINtnJPv-268503-AKCigna Specialty,117331,4
CHIR_IDrecHL5acZB4MwThLP-268529-AKValue and Advan,117331,4
CHIR_IDrecIjID5czWzbR1pX-268530-AKLegacy (Standar,117331,4
CHIR_IDrec9TSEoHzm9YHyfK-286394-AKStandard Plan G,117331,4
CHIR_IDreccbA3CpSYRKM9Bt-268535-AKStandard Preven,117331,4
CHIR_IDrecy6gS3Y8oF9iVFd-268534-AKValue and Advan,117331,4
CHIR_IDreceaPYwYqvhwfdbY-268533-AKLegacy (Standar,117331,4
CHIR_IDrec9lezhyppiduMS8-290284-AKLegacy Diabetic,117331,4
CHIR_IDrecz2TOibqNJzGEDX-268532-AKStandard and Pe,117331,4
CHIR_IDrecRDqVEDerLMP7jF-268518-AKCigna National ,117331,4
CHIR_IDrec69p4dVMkC7nJwK-316780-AKCigna National ,117331,4
CHIR_IDrecbkHlq7SP7Ogt7i-316781-AKCigna National ,117331,4
CHIR_IDrecvcjPMepVksvuhe-316782-AKCigna National ,117331,4
CHIR_IDrecb56e5cJCQ6Hmf5-316785-AKCigna National ,117331,4
CHIR_IDrecJUkHMhy9wFydai-316783-AKCigna National ,528229,5
CHIR_IDrecl7DpdEpmQtYnyD-199855-NCCigna Rx Plus 5,528229,5
CHIR_IDreciy9B9sDXpr2Dqs-315728-NCCigna Plus 4-Ti,528229,5
CHIR_IDrecLeYx1W3KeMjAbG-286395-AKStandard Plus P,528229,5
CHIR_IDrec19rlq1vtNSOYbr-136993-AKCigna Advantage,528229,5
CHIR_IDrecSc9PHbFNuB92wa-268516-AKCigna Total Sav,528229,5
CHIR_IDrecopGdpAEow8JYII-136991-AKCigna Performan,528229,5
CHIR_IDrecFKQWY0a58xrntl-268479-AKCigna Specialty,528229,5
CHIR_IDrecalp2Vf0dSYE8zP-268488-AKCigna Value 4-T,528229,5
CHIR_IDrecrSc38zq5JJ64ol-198422-AKCigna Legacy (S,528229,5
CHIR_IDrecSlQXSljxNDjwxP-268477-AKCigna Standard ,528229,5
CHIR_IDrecvhsz05Tb03gEcw-268489-AKCigna Specialty,528229,5
CHIR_IDrecJd5kD6r5l5kdhh-136990-AKCigna Performan,528229,5
CHIR_IDrec12S6n89bo0pR1H-268513-AKCigna Legacy (P,528229,5
CHIR_IDrecl2FUMKjFmSeaLa-151892-AKCigna Standard ,528229,5
CHIR_IDrech1mbeY7bu1smZ5-136992-AKCigna Advantage,528229,5
CHIR_IDrecQ40lXEB3LnrTmV-268511-AKCigna Legacy (P,528229,5
CHIR_IDreceJlrorRcUoCUC9-268502-AKCigna Legacy (S,528229,5
CHIR_IDrecbPqYntfpVpF3T2-198426-AKCigna Value 3-T,528229,5
CHIR_IDrecuANwgvoPFcpMrm-268528-AKStandard and Pe,528229,5
CHIR_IDrecLhChQdPINtnJPv-268503-AKCigna Specialty,528229,5
CHIR_IDrecHL5acZB4MwThLP-268529-AKValue and Advan,528229,5
CHIR_IDrecIjID5czWzbR1pX-268530-AKLegacy (Standar,528229,5
CHIR_IDrec9TSEoHzm9YHyfK-286394-AKStandard Plan G,528229,5
CHIR_IDreccbA3CpSYRKM9Bt-268535-AKStandard Preven,528229,5
CHIR_IDrecy6gS3Y8oF9iVFd-268534-AKValue and Advan,528229,5
CHIR_IDreceaPYwYqvhwfdbY-268533-AKLegacy (Standar,528229,5
CHIR_IDrec9lezhyppiduMS8-290284-AKLegacy Diabetic,528229,5
CHIR_IDrecz2TOibqNJzGEDX-268532-AKStandard and Pe,528229,5
CHIR_IDrecRDqVEDerLMP7jF-268518-AKCigna National ,528229,5
CHIR_IDrec69p4dVMkC7nJwK-316780-AKCigna National ,528229,5
CHIR_IDrecbkHlq7SP7Ogt7i-316781-AKCigna National ,528229,5
CHIR_IDrecvcjPMepVksvuhe-316782-AKCigna National ,528229,5
CHIR_IDrecb56e5cJCQ6Hmf5-316785-AKCigna National ,528229,5
CHIR_IDrecJUkHMhy9wFydai-316783-AKCigna National ,11641,1
CHIR_IDrecLeYx1W3KeMjAbG-286395-AKStandard Plus P,11641,1
CHIR_IDrec19rlq1vtNSOYbr-136993-AKCigna Advantage,11641,1
CHIR_IDrecSc9PHbFNuB92wa-268516-AKCigna Total Sav,11641,1
CHIR_IDrecopGdpAEow8JYII-136991-AKCigna Performan,11641,1
CHIR_IDrecFKQWY0a58xrntl-268479-AKCigna Specialty,11641,1
CHIR_IDrecalp2Vf0dSYE8zP-268488-AKCigna Value 4-T,11641,1
