Payer,States,New Market Segment(s),Total_Covered_Lives,Attributed_Policy_IDs,Attributed_Airtable_UUIDs,Weight_Rank_1_to_5
Cigna,HI,Self Funded/Employer Sponsored,58701,"316783, 286395, 136993, 268516, 136991, 268479, 268488, 198422, 268477, 268489, 136990, 268513, 151892, 136992, 268511, 268502, 198426, 268528, 268503, 268529, 268530, 286394, 268535, 268534, 268533, 290284, 268532, 268518, 316780, 316781, 316782, 316785","CHIR_IDrecJUkHMhy9wFydai-316783-AKCigna National , CHIR_IDrecLeYx1W3KeMjAbG-286395-AKStandard Plus P, CHIR_IDrec19rlq1vtNSOYbr-136993-AKCigna Advantage, CHIR_IDrecSc9PHbFNuB92wa-268516-AKCigna Total Sav, CHIR_IDrecopGdpAEow8JYII-136991-AKCigna Performan, CHIR_IDrecFKQWY0a58xrntl-268479-AKCigna Specialty, CHIR_IDrecalp2Vf0dSYE8zP-268488-AKCigna Value 4-T, CHIR_IDrecrSc38zq5JJ64ol-198422-AKCigna Legacy (S, CHIR_IDrecSlQXSljxNDjwxP-268477-AKCigna Standard , CHIR_IDrecvhsz05Tb03gEcw-268489-AKCigna Specialty, CHIR_IDrecJd5kD6r5l5kdhh-136990-AKCigna Performan, CHIR_IDrec12S6n89bo0pR1H-268513-AKCigna Legacy (P, CHIR_IDrecl2FUMKjFmSeaLa-151892-AKCigna Standard , CHIR_IDrech1mbeY7bu1smZ5-136992-AKCigna Advantage, CHIR_IDrecQ40lXEB3LnrTmV-268511-AKCigna Legacy (P, CHIR_IDreceJlrorRcUoCUC9-268502-AKCigna Legacy (S, CHIR_IDrecbPqYntfpVpF3T2-198426-AKCigna Value 3-T, CHIR_IDrecuANwgvoPFcpMrm-268528-AKStandard and Pe, CHIR_IDrecLhChQdPINtnJPv-268503-AKCigna Specialty, CHIR_IDrecHL5acZB4MwThLP-268529-AKValue and Advan, CHIR_IDrecIjID5czWzbR1pX-268530-AKLegacy (Standar, CHIR_IDrec9TSEoHzm9YHyfK-286394-AKStandard Plan G, CHIR_IDreccbA3CpSYRKM9Bt-268535-AKStandard Preven, CHIR_IDrecy6gS3Y8oF9iVFd-268534-AKValue and Advan, CHIR_IDreceaPYwYqvhwfdbY-268533-AKLegacy (Standar, CHIR_IDrec9lezhyppiduMS8-290284-AKLegacy Diabetic, CHIR_IDrecz2TOibqNJzGEDX-268532-AKStandard and Pe, CHIR_IDrecRDqVEDerLMP7jF-268518-AKCigna National , CHIR_IDrec69p4dVMkC7nJwK-316780-AKCigna National , CHIR_IDrecbkHlq7SP7Ogt7i-316781-AKCigna National , CHIR_IDrecvcjPMepVksvuhe-316782-AKCigna National , CHIR_IDrecb56e5cJCQ6Hmf5-316785-AKCigna National ",3
Cigna,IA,Self Funded/Employer Sponsored,93971,"316783, 286395, 136993, 268516, 136991, 268479, 268488, 198422, 268477, 268489, 136990, 268513, 151892, 136992, 268511, 268502, 198426, 268528, 268503, 268529, 268530, 286394, 268535, 268534, 268533, 290284, 268532, 268518, 316780, 316781, 316782, 316785","CHIR_IDrecJUkHMhy9wFydai-316783-AKCigna National , CHIR_IDrecLeYx1W3KeMjAbG-286395-AKStandard Plus P, CHIR_IDrec19rlq1vtNSOYbr-136993-AKCigna Advantage, CHIR_IDrecSc9PHbFNuB92wa-268516-AKCigna Total Sav, CHIR_IDrecopGdpAEow8JYII-136991-AKCigna Performan, CHIR_IDrecFKQWY0a58xrntl-268479-AKCigna Specialty, CHIR_IDrecalp2Vf0dSYE8zP-268488-AKCigna Value 4-T, CHIR_IDrecrSc38zq5JJ64ol-198422-AKCigna Legacy (S, CHIR_IDrecSlQXSljxNDjwxP-268477-AKCigna Standard , CHIR_IDrecvhsz05Tb03gEcw-268489-AKCigna Specialty, CHIR_IDrecJd5kD6r5l5kdhh-136990-AKCigna Performan, CHIR_IDrec12S6n89bo0pR1H-268513-AKCigna Legacy (P, CHIR_IDrecl2FUMKjFmSeaLa-151892-AKCigna Standard , CHIR_IDrech1mbeY7bu1smZ5-136992-AKCigna Advantage, CHIR_IDrecQ40lXEB3LnrTmV-268511-AKCigna Legacy (P, CHIR_IDreceJlrorRcUoCUC9-268502-AKCigna Legacy (S, CHIR_IDrecbPqYntfpVpF3T2-198426-AKCigna Value 3-T, CHIR_IDrecuANwgvoPFcpMrm-268528-AKStandard and Pe, CHIR_IDrecLhChQdPINtnJPv-268503-AKCigna Specialty, CHIR_IDrecHL5acZB4MwThLP-268529-AKValue and Advan, CHIR_IDrecIjID5czWzbR1pX-268530-AKLegacy (Standar, CHIR_IDrec9TSEoHzm9YHyfK-286394-AKStandard Plan G, CHIR_IDreccbA3CpSYRKM9Bt-268535-AKStandard Preven, CHIR_IDrecy6gS3Y8oF9iVFd-268534-AKValue and Advan, CHIR_IDreceaPYwYqvhwfdbY-268533-AKLegacy (Standar, CHIR_IDrec9lezhyppiduMS8-290284-AKLegacy Diabetic, CHIR_IDrecz2TOibqNJzGEDX-268532-AKStandard and Pe, CHIR_IDrecRDqVEDerLMP7jF-268518-AKCigna National , CHIR_IDrec69p4dVMkC7nJwK-316780-AKCigna National , CHIR_IDrecbkHlq7SP7Ogt7i-316781-AKCigna National , CHIR_IDrecvcjPMepVksvuhe-316782-AKCigna National , CHIR_IDrecb56e5cJCQ6Hmf5-316785-AKCigna National ",4
Cigna,ID,Self Funded/Employer Sponsored,53996,"316783, 286395, 136993, 268516, 136991, 268479, 268488, 198422, 268477, 268489, 136990, 268513, 151892, 136992, 268511, 268502, 198426, 268528, 268503, 268529, 268530, 286394, 268535, 268534, 268533, 290284, 268532, 268518, 316780, 316781, 316782, 316785","CHIR_IDrecJUkHMhy9wFydai-316783-AKCigna National , CHIR_IDrecLeYx1W3KeMjAbG-286395-AKStandard Plus P, CHIR_IDrec19rlq1vtNSOYbr-136993-AKCigna Advantage, CHIR_IDrecSc9PHbFNuB92wa-268516-AKCigna Total Sav, CHIR_IDrecopGdpAEow8JYII-136991-AKCigna Performan, CHIR_IDrecFKQWY0a58xrntl-268479-AKCigna Specialty, CHIR_IDrecalp2Vf0dSYE8zP-268488-AKCigna Value 4-T, CHIR_IDrecrSc38zq5JJ64ol-198422-AKCigna Legacy (S, CHIR_IDrecSlQXSljxNDjwxP-268477-AKCigna Standard , CHIR_IDrecvhsz05Tb03gEcw-268489-AKCigna Specialty, CHIR_IDrecJd5kD6r5l5kdhh-136990-AKCigna Performan, CHIR_IDrec12S6n89bo0pR1H-268513-AKCigna Legacy (P, CHIR_IDrecl2FUMKjFmSeaLa-151892-AKCigna Standard , CHIR_IDrech1mbeY7bu1smZ5-136992-AKCigna Advantage, CHIR_IDrecQ40lXEB3LnrTmV-268511-AKCigna Legacy (P, CHIR_IDreceJlrorRcUoCUC9-268502-AKCigna Legacy (S, CHIR_IDrecbPqYntfpVpF3T2-198426-AKCigna Value 3-T, CHIR_IDrecuANwgvoPFcpMrm-268528-AKStandard and Pe, CHIR_IDrecLhChQdPINtnJPv-268503-AKCigna Specialty, CHIR_IDrecHL5acZB4MwThLP-268529-AKValue and Advan, CHIR_IDrecIjID5czWzbR1pX-268530-AKLegacy (Standar, CHIR_IDrec9TSEoHzm9YHyfK-286394-AKStandard Plan G, CHIR_IDreccbA3CpSYRKM9Bt-268535-AKStandard Preven, CHIR_IDrecy6gS3Y8oF9iVFd-268534-AKValue and Advan, CHIR_IDreceaPYwYqvhwfdbY-268533-AKLegacy (Standar, CHIR_IDrec9lezhyppiduMS8-290284-AKLegacy Diabetic, CHIR_IDrecz2TOibqNJzGEDX-268532-AKStandard and Pe, CHIR_IDrecRDqVEDerLMP7jF-268518-AKCigna National , CHIR_IDrec69p4dVMkC7nJwK-316780-AKCigna National , CHIR_IDrecbkHlq7SP7Ogt7i-316781-AKCigna National , CHIR_IDrecvcjPMepVksvuhe-316782-AKCigna National , CHIR_IDrecb56e5cJCQ6Hmf5-316785-AKCigna National ",3
Cigna,IL,Individual,43529,,,3
Cigna,IL,Large Group,7849,,,1
Cigna,IL,Self Funded/Employer Sponsored,58461,"316783, 315723, 199853, 286395, 136993, 268516, 136991, 268479, 268488, 198422, 268477, 268489, 136990, 268513, 151892, 136992, 268511, 268502, 198426, 268528, 268503, 268529, 268530, 286394, 268535, 268534, 268533, 290284, 268532, 268518, 316780, 316781, 316782, 316785","CHIR_IDrecJUkHMhy9wFydai-316783-AKCigna National , CHIR_IDrec1IHz2OOJpSBvYd-315723-ILCigna Plus 4-Ti, CHIR_IDrectUEMNRDRT1oaFG-199853-ILCigna Rx Plus 5, CHIR_IDrecLeYx1W3KeMjAbG-286395-AKStandard Plus P, CHIR_IDrec19rlq1vtNSOYbr-136993-AKCigna Advantage, CHIR_IDrecSc9PHbFNuB92wa-268516-AKCigna Total Sav, CHIR_IDrecopGdpAEow8JYII-136991-AKCigna Performan, CHIR_IDrecFKQWY0a58xrntl-268479-AKCigna Specialty, CHIR_IDrecalp2Vf0dSYE8zP-268488-AKCigna Value 4-T, CHIR_IDrecrSc38zq5JJ64ol-198422-AKCigna Legacy (S, CHIR_IDrecSlQXSljxNDjwxP-268477-AKCigna Standard , CHIR_IDrecvhsz05Tb03gEcw-268489-AKCigna Specialty, CHIR_IDrecJd5kD6r5l5kdhh-136990-AKCigna Performan, CHIR_IDrec12S6n89bo0pR1H-268513-AKCigna Legacy (P, CHIR_IDrecl2FUMKjFmSeaLa-151892-AKCigna Standard , CHIR_IDrech1mbeY7bu1smZ5-136992-AKCigna Advantage, CHIR_IDrecQ40lXEB3LnrTmV-268511-AKCigna Legacy (P, CHIR_IDreceJlrorRcUoCUC9-268502-AKCigna Legacy (S, CHIR_IDrecbPqYntfpVpF3T2-198426-AKCigna Value 3-T, CHIR_IDrecuANwgvoPFcpMrm-268528-AKStandard and Pe, CHIR_IDrecLhChQdPINtnJPv-268503-AKCigna Specialty, CHIR_IDrecHL5acZB4MwThLP-268529-AKValue and Advan, CHIR_IDrecIjID5czWzbR1pX-268530-AKLegacy (Standar, CHIR_IDrec9TSEoHzm9YHyfK-286394-AKStandard Plan G, CHIR_IDreccbA3CpSYRKM9Bt-268535-AKStandard Preven, CHIR_IDrecy6gS3Y8oF9iVFd-268534-AKValue and Advan, CHIR_IDreceaPYwYqvhwfdbY-268533-AKLegacy (Standar, CHIR_IDrec9lezhyppiduMS8-290284-AKLegacy Diabetic, CHIR_IDrecz2TOibqNJzGEDX-268532-AKStandard and Pe, CHIR_IDrecRDqVEDerLMP7jF-268518-AKCigna National , CHIR_IDrec69p4dVMkC7nJwK-316780-AKCigna National , CHIR_IDrecbkHlq7SP7Ogt7i-316781-AKCigna National , CHIR_IDrecvcjPMepVksvuhe-316782-AKCigna National , CHIR_IDrecb56e5cJCQ6Hmf5-316785-AKCigna National ",3
Cigna,IN,Large Group,4416,,,1
Cigna,IN,Self Funded/Employer Sponsored,35231,"316783, 315724, 315717, 286395, 136993, 268516, 136991, 268479, 268488, 198422, 268477, 268489, 136990, 268513, 151892, 136992, 268511, 268502, 198426, 268528, 268503, 268529, 268530, 286394, 268535, 268534, 268533, 290284, 268532, 268518, 316780, 316781, 316782, 316785","CHIR_IDrecJUkHMhy9wFydai-316783-AKCigna National , CHIR_IDrecsjld1rrbq7890t-315724-INCigna Premiere , CHIR_IDrecubku9V573IgvWv-315717-INCigna Premiere , CHIR_IDrecLeYx1W3KeMjAbG-286395-AKStandard Plus P, CHIR_IDrec19rlq1vtNSOYbr-136993-AKCigna Advantage, CHIR_IDrecSc9PHbFNuB92wa-268516-AKCigna Total Sav, CHIR_IDrecopGdpAEow8JYII-136991-AKCigna Performan, CHIR_IDrecFKQWY0a58xrntl-268479-AKCigna Specialty, CHIR_IDrecalp2Vf0dSYE8zP-268488-AKCigna Value 4-T, CHIR_IDrecrSc38zq5JJ64ol-198422-AKCigna Legacy (S, CHIR_IDrecSlQXSljxNDjwxP-268477-AKCigna Standard , CHIR_IDrecvhsz05Tb03gEcw-268489-AKCigna Specialty, CHIR_IDrecJd5kD6r5l5kdhh-136990-AKCigna Performan, CHIR_IDrec12S6n89bo0pR1H-268513-AKCigna Legacy (P, CHIR_IDrecl2FUMKjFmSeaLa-151892-AKCigna Standard , CHIR_IDrech1mbeY7bu1smZ5-136992-AKCigna Advantage, CHIR_IDrecQ40lXEB3LnrTmV-268511-AKCigna Legacy (P, CHIR_IDreceJlrorRcUoCUC9-268502-AKCigna Legacy (S, CHIR_IDrecbPqYntfpVpF3T2-198426-AKCigna Value 3-T, CHIR_IDrecuANwgvoPFcpMrm-268528-AKStandard and Pe, CHIR_IDrecLhChQdPINtnJPv-268503-AKCigna Specialty, CHIR_IDrecHL5acZB4MwThLP-268529-AKValue and Advan, CHIR_IDrecIjID5czWzbR1pX-268530-AKLegacy (Standar, CHIR_IDrec9TSEoHzm9YHyfK-286394-AKStandard Plan G, CHIR_IDreccbA3CpSYRKM9Bt-268535-AKStandard Preven, CHIR_IDrecy6gS3Y8oF9iVFd-268534-AKValue and Advan, CHIR_IDreceaPYwYqvhwfdbY-268533-AKLegacy (Standar, CHIR_IDrec9lezhyppiduMS8-290284-AKLegacy Diabetic, CHIR_IDrecz2TOibqNJzGEDX-268532-AKStandard and Pe, CHIR_IDrecRDqVEDerLMP7jF-268518-AKCigna National , CHIR_IDrec69p4dVMkC7nJwK-316780-AKCigna National , CHIR_IDrecbkHlq7SP7Ogt7i-316781-AKCigna National , CHIR_IDrecvcjPMepVksvuhe-316782-AKCigna National , CHIR_IDrecb56e5cJCQ6Hmf5-316785-AKCigna National ",2
Cigna,KS,Individual,942,,,1
Cigna,KS,Large Group,2657,,,1
Cigna,KS,Self Funded/Employer Sponsored,117329,"301931, 316783, 286395, 136993, 268516, 136991, 268479, 268488, 198422, 268477, 268489, 136990, 268513, 151892, 136992, 268511, 268502, 198426, 268528, 268503, 268529, 268530, 286394, 268535, 268534, 268533, 290284, 268532, 268518, 316780, 316781, 316782, 316785","CHIR_IDrecxQnO4owR1lVQM4-301931-KSOscar and Cigna, CHIR_IDrecJUkHMhy9wFydai-316783-AKCigna National , CHIR_IDrecLeYx1W3KeMjAbG-286395-AKStandard Plus P, CHIR_IDrec19rlq1vtNSOYbr-136993-AKCigna Advantage, CHIR_IDrecSc9PHbFNuB92wa-268516-AKCigna Total Sav, CHIR_IDrecopGdpAEow8JYII-136991-AKCigna Performan, CHIR_IDrecFKQWY0a58xrntl-268479-AKCigna Specialty, CHIR_IDrecalp2Vf0dSYE8zP-268488-AKCigna Value 4-T, CHIR_IDrecrSc38zq5JJ64ol-198422-AKCigna Legacy (S, CHIR_IDrecSlQXSljxNDjwxP-268477-AKCigna Standard , CHIR_IDrecvhsz05Tb03gEcw-268489-AKCigna Specialty, CHIR_IDrecJd5kD6r5l5kdhh-136990-AKCigna Performan, CHIR_IDrec12S6n89bo0pR1H-268513-AKCigna Legacy (P, CHIR_IDrecl2FUMKjFmSeaLa-151892-AKCigna Standard , CHIR_IDrech1mbeY7bu1smZ5-136992-AKCigna Advantage, CHIR_IDrecQ40lXEB3LnrTmV-268511-AKCigna Legacy (P, CHIR_IDreceJlrorRcUoCUC9-268502-AKCigna Legacy (S, CHIR_IDrecbPqYntfpVpF3T2-198426-AKCigna Value 3-T, CHIR_IDrecuANwgvoPFcpMrm-268528-AKStandard and Pe, CHIR_IDrecLhChQdPINtnJPv-268503-AKCigna Specialty, CHIR_IDrecHL5acZB4MwThLP-268529-AKValue and Advan, CHIR_IDrecIjID5czWzbR1pX-268530-AKLegacy (Standar, CHIR_IDrec9TSEoHzm9YHyfK-286394-AKStandard Plan G, CHIR_IDreccbA3CpSYRKM9Bt-268535-AKStandard Preven, CHIR_IDrecy6gS3Y8oF9iVFd-268534-AKValue and Advan, CHIR_IDreceaPYwYqvhwfdbY-268533-AKLegacy (Standar, CHIR_IDrec9lezhyppiduMS8-290284-AKLegacy Diabetic, CHIR_IDrecz2TOibqNJzGEDX-268532-AKStandard and Pe, CHIR_IDrecRDqVEDerLMP7jF-268518-AKCigna National , CHIR_IDrec69p4dVMkC7nJwK-316780-AKCigna National , CHIR_IDrecbkHlq7SP7Ogt7i-316781-AKCigna National , CHIR_IDrecvcjPMepVksvuhe-316782-AKCigna National , CHIR_IDrecb56e5cJCQ6Hmf5-316785-AKCigna National ",4
Cigna,KY,Self Funded/Employer Sponsored,98615,"316783, 286395, 136993, 268516, 136991, 268479, 268488, 198422, 268477, 268489, 136990, 268513, 151892, 136992, 268511, 268502, 198426, 268528, 268503, 268529, 268530, 286394, 268535, 268534, 268533, 290284, 268532, 268518, 316780, 316781, 316782, 316785","CHIR_IDrecJUkHMhy9wFydai-316783-AKCigna National , CHIR_IDrecLeYx1W3KeMjAbG-286395-AKStandard Plus P, CHIR_IDrec19rlq1vtNSOYbr-136993-AKCigna Advantage, CHIR_IDrecSc9PHbFNuB92wa-268516-AKCigna Total Sav, CHIR_IDrecopGdpAEow8JYII-136991-AKCigna Performan, CHIR_IDrecFKQWY0a58xrntl-268479-AKCigna Specialty, CHIR_IDrecalp2Vf0dSYE8zP-268488-AKCigna Value 4-T, CHIR_IDrecrSc38zq5JJ64ol-198422-AKCigna Legacy (S, CHIR_IDrecSlQXSljxNDjwxP-268477-AKCigna Standard , CHIR_IDrecvhsz05Tb03gEcw-268489-AKCigna Specialty, CHIR_IDrecJd5kD6r5l5kdhh-136990-AKCigna Performan, CHIR_IDrec12S6n89bo0pR1H-268513-AKCigna Legacy (P, CHIR_IDrecl2FUMKjFmSeaLa-151892-AKCigna Standard , CHIR_IDrech1mbeY7bu1smZ5-136992-AKCigna Advantage, CHIR_IDrecQ40lXEB3LnrTmV-268511-AKCigna Legacy (P, CHIR_IDreceJlrorRcUoCUC9-268502-AKCigna Legacy (S, CHIR_IDrecbPqYntfpVpF3T2-198426-AKCigna Value 3-T, CHIR_IDrecuANwgvoPFcpMrm-268528-AKStandard and Pe, CHIR_IDrecLhChQdPINtnJPv-268503-AKCigna Specialty, CHIR_IDrecHL5acZB4MwThLP-268529-AKValue and Advan, CHIR_IDrecIjID5czWzbR1pX-268530-AKLegacy (Standar, CHIR_IDrec9TSEoHzm9YHyfK-286394-AKStandard Plan G, CHIR_IDreccbA3CpSYRKM9Bt-268535-AKStandard Preven, CHIR_IDrecy6gS3Y8oF9iVFd-268534-AKValue and Advan, CHIR_IDreceaPYwYqvhwfdbY-268533-AKLegacy (Standar, CHIR_IDrec9lezhyppiduMS8-290284-AKLegacy Diabetic, CHIR_IDrecz2TOibqNJzGEDX-268532-AKStandard and Pe, CHIR_IDrecRDqVEDerLMP7jF-268518-AKCigna National , CHIR_IDrec69p4dVMkC7nJwK-316780-AKCigna National , CHIR_IDrecbkHlq7SP7Ogt7i-316781-AKCigna National , CHIR_IDrecvcjPMepVksvuhe-316782-AKCigna National , CHIR_IDrecb56e5cJCQ6Hmf5-316785-AKCigna National ",4
Cigna,LA,Self Funded/Employer Sponsored,169052,"316783, 286395, 136993, 268516, 136991, 268479, 268488, 198422, 268477, 268489, 136990, 268513, 151892, 136992, 268511, 268502, 198426, 268528, 268503, 268529, 268530, 286394, 268535, 268534, 268533, 290284, 268532, 268518, 316780, 316781, 316782, 316785","CHIR_IDrecJUkHMhy9wFydai-316783-AKCigna National , CHIR_IDrecLeYx1W3KeMjAbG-286395-AKStandard Plus P, CHIR_IDrec19rlq1vtNSOYbr-136993-AKCigna Advantage, CHIR_IDrecSc9PHbFNuB92wa-268516-AKCigna Total Sav, CHIR_IDrecopGdpAEow8JYII-136991-AKCigna Performan, CHIR_IDrecFKQWY0a58xrntl-268479-AKCigna Specialty, CHIR_IDrecalp2Vf0dSYE8zP-268488-AKCigna Value 4-T, CHIR_IDrecrSc38zq5JJ64ol-198422-AKCigna Legacy (S, CHIR_IDrecSlQXSljxNDjwxP-268477-AKCigna Standard , CHIR_IDrecvhsz05Tb03gEcw-268489-AKCigna Specialty, CHIR_IDrecJd5kD6r5l5kdhh-136990-AKCigna Performan, CHIR_IDrec12S6n89bo0pR1H-268513-AKCigna Legacy (P, CHIR_IDrecl2FUMKjFmSeaLa-151892-AKCigna Standard , CHIR_IDrech1mbeY7bu1smZ5-136992-AKCigna Advantage, CHIR_IDrecQ40lXEB3LnrTmV-268511-AKCigna Legacy (P, CHIR_IDreceJlrorRcUoCUC9-268502-AKCigna Legacy (S, CHIR_IDrecbPqYntfpVpF3T2-198426-AKCigna Value 3-T, CHIR_IDrecuANwgvoPFcpMrm-268528-AKStandard and Pe, CHIR_IDrecLhChQdPINtnJPv-268503-AKCigna Specialty, CHIR_IDrecHL5acZB4MwThLP-268529-AKValue and Advan, CHIR_IDrecIjID5czWzbR1pX-268530-AKLegacy (Standar, CHIR_IDrec9TSEoHzm9YHyfK-286394-AKStandard Plan G, CHIR_IDreccbA3CpSYRKM9Bt-268535-AKStandard Preven, CHIR_IDrecy6gS3Y8oF9iVFd-268534-AKValue and Advan, CHIR_IDreceaPYwYqvhwfdbY-268533-AKLegacy (Standar, CHIR_IDrec9lezhyppiduMS8-290284-AKLegacy Diabetic, CHIR_IDrecz2TOibqNJzGEDX-268532-AKStandard and Pe, CHIR_IDrecRDqVEDerLMP7jF-268518-AKCigna National , CHIR_IDrec69p4dVMkC7nJwK-316780-AKCigna National , CHIR_IDrecbkHlq7SP7Ogt7i-316781-AKCigna National , CHIR_IDrecvcjPMepVksvuhe-316782-AKCigna National , CHIR_IDrecb56e5cJCQ6Hmf5-316785-AKCigna National ",4
Cigna,MA,Large Group,52602,,,3
Cigna,MA,Self Funded/Employer Sponsored,162899,"316783, 286395, 136993, 268516, 136991, 268479, 268488, 198422, 268477, 268489, 136990, 268513, 151892, 136992, 268511, 268502, 198426, 268528, 268503, 268529, 268530, 286394, 268535, 268534, 268533, 290284, 268532, 268518, 316780, 316781, 316782, 316785","CHIR_IDrecJUkHMhy9wFydai-316783-AKCigna National , CHIR_IDrecLeYx1W3KeMjAbG-286395-AKStandard Plus P, CHIR_IDrec19rlq1vtNSOYbr-136993-AKCigna Advantage, CHIR_IDrecSc9PHbFNuB92wa-268516-AKCigna Total Sav, CHIR_IDrecopGdpAEow8JYII-136991-AKCigna Performan, CHIR_IDrecFKQWY0a58xrntl-268479-AKCigna Specialty, CHIR_IDrecalp2Vf0dSYE8zP-268488-AKCigna Value 4-T, CHIR_IDrecrSc38zq5JJ64ol-198422-AKCigna Legacy (S, CHIR_IDrecSlQXSljxNDjwxP-268477-AKCigna Standard , CHIR_IDrecvhsz05Tb03gEcw-268489-AKCigna Specialty, CHIR_IDrecJd5kD6r5l5kdhh-136990-AKCigna Performan, CHIR_IDrec12S6n89bo0pR1H-268513-AKCigna Legacy (P, CHIR_IDrecl2FUMKjFmSeaLa-151892-AKCigna Standard , CHIR_IDrech1mbeY7bu1smZ5-136992-AKCigna Advantage, CHIR_IDrecQ40lXEB3LnrTmV-268511-AKCigna Legacy (P, CHIR_IDreceJlrorRcUoCUC9-268502-AKCigna Legacy (S, CHIR_IDrecbPqYntfpVpF3T2-198426-AKCigna Value 3-T, CHIR_IDrecuANwgvoPFcpMrm-268528-AKStandard and Pe, CHIR_IDrecLhChQdPINtnJPv-268503-AKCigna Specialty, CHIR_IDrecHL5acZB4MwThLP-268529-AKValue and Advan, CHIR_IDrecIjID5czWzbR1pX-268530-AKLegacy (Standar, CHIR_IDrec9TSEoHzm9YHyfK-286394-AKStandard Plan G, CHIR_IDreccbA3CpSYRKM9Bt-268535-AKStandard Preven, CHIR_IDrecy6gS3Y8oF9iVFd-268534-AKValue and Advan, CHIR_IDreceaPYwYqvhwfdbY-268533-AKLegacy (Standar, CHIR_IDrec9lezhyppiduMS8-290284-AKLegacy Diabetic, CHIR_IDrecz2TOibqNJzGEDX-268532-AKStandard and Pe, CHIR_IDrecRDqVEDerLMP7jF-268518-AKCigna National , CHIR_IDrec69p4dVMkC7nJwK-316780-AKCigna National , CHIR_IDrecbkHlq7SP7Ogt7i-316781-AKCigna National , CHIR_IDrecvcjPMepVksvuhe-316782-AKCigna National , CHIR_IDrecb56e5cJCQ6Hmf5-316785-AKCigna National ",4
Cigna,MA,Small Group,2595,,,1
Cigna,MD,Large Group,31882,,,2
Cigna,MD,Self Funded/Employer Sponsored,504687,"316783, 286395, 136993, 268516, 136991, 268479, 268488, 198422, 268477, 268489, 136990, 268513, 151892, 136992, 268511, 268502, 198426, 268528, 268503, 268529, 268530, 286394, 268535, 268534, 268533, 290284, 268532, 268518, 316780, 316781, 316782, 316785","CHIR_IDrecJUkHMhy9wFydai-316783-AKCigna National , CHIR_IDrecLeYx1W3KeMjAbG-286395-AKStandard Plus P, CHIR_IDrec19rlq1vtNSOYbr-136993-AKCigna Advantage, CHIR_IDrecSc9PHbFNuB92wa-268516-AKCigna Total Sav, CHIR_IDrecopGdpAEow8JYII-136991-AKCigna Performan, CHIR_IDrecFKQWY0a58xrntl-268479-AKCigna Specialty, CHIR_IDrecalp2Vf0dSYE8zP-268488-AKCigna Value 4-T, CHIR_IDrecrSc38zq5JJ64ol-198422-AKCigna Legacy (S, CHIR_IDrecSlQXSljxNDjwxP-268477-AKCigna Standard , CHIR_IDrecvhsz05Tb03gEcw-268489-AKCigna Specialty, CHIR_IDrecJd5kD6r5l5kdhh-136990-AKCigna Performan, CHIR_IDrec12S6n89bo0pR1H-268513-AKCigna Legacy (P, CHIR_IDrecl2FUMKjFmSeaLa-151892-AKCigna Standard , CHIR_IDrech1mbeY7bu1smZ5-136992-AKCigna Advantage, CHIR_IDrecQ40lXEB3LnrTmV-268511-AKCigna Legacy (P, CHIR_IDreceJlrorRcUoCUC9-268502-AKCigna Legacy (S, CHIR_IDrecbPqYntfpVpF3T2-198426-AKCigna Value 3-T, CHIR_IDrecuANwgvoPFcpMrm-268528-AKStandard and Pe, CHIR_IDrecLhChQdPINtnJPv-268503-AKCigna Specialty, CHIR_IDrecHL5acZB4MwThLP-268529-AKValue and Advan, CHIR_IDrecIjID5czWzbR1pX-268530-AKLegacy (Standar, CHIR_IDrec9TSEoHzm9YHyfK-286394-AKStandard Plan G, CHIR_IDreccbA3CpSYRKM9Bt-268535-AKStandard Preven, CHIR_IDrecy6gS3Y8oF9iVFd-268534-AKValue and Advan, CHIR_IDreceaPYwYqvhwfdbY-268533-AKLegacy (Standar, CHIR_IDrec9lezhyppiduMS8-290284-AKLegacy Diabetic, CHIR_IDrecz2TOibqNJzGEDX-268532-AKStandard and Pe, CHIR_IDrecRDqVEDerLMP7jF-268518-AKCigna National , CHIR_IDrec69p4dVMkC7nJwK-316780-AKCigna National , CHIR_IDrecbkHlq7SP7Ogt7i-316781-AKCigna National , CHIR_IDrecvcjPMepVksvuhe-316782-AKCigna National , CHIR_IDrecb56e5cJCQ6Hmf5-316785-AKCigna National ",5
Cigna,ME,Large Group,7628,,,1
